artist,styles,movement,styles_extended,pictures_count,birth_place,birth_year,death_year,death_place,gender,citizenship,occupations,locations,locations_with_years
Javad Hamidi,"Abstract Art, Expressionism, Post-Impressionism, Unknown",Modernism,"{Abstract Art:1},{Expressionism:7},{Post-Impressionism:1},{Unknown:8}",17,,,2002.0,,male,Iran,painter,[],[]
Jean Arp,"Abstract Art, Automatic Painting, Dada, Surrealism, Unknown",Abstract Art,"{Abstract Art:3},{Automatic Painting:1},{Dada:20},{Surrealism:35},{Unknown:2}",61,Strasbourg,1886.0,1966.0,Basel,male,France,"photographer, writer, poet, painter, sculptor, jewelry designer, designer, drawer","['Clamart', 'Weimar', 'United States of America', 'Zürich', 'Austria', 'Strasbourg', 'Nérac', 'Grasse', 'Veyrier-du-Lac', 'Meudon', 'Paris', 'Amsterdam']",[]
Jean David,"Abstract Art, Constructivism, Cubism, Expressionism, Pop Art, Surrealism",Surrealism,"{Abstract Art:1},{Constructivism:6},{Cubism:25},{Expressionism:23},{Pop Art:1},{Surrealism:29}",85,Bucharest,1908.0,2013.0,15th arrondissement of Paris,male,France,"poet, politician, illustrator, painter, designer, entomologist, priest",['Paris'],[]
Jean Fautrier,"Abstract Art, Art Informel, Existential Art, Expressionism, Lyrical Abstraction",Existential Art,"{Abstract Art:4},{Art Informel:16},{Existential Art:8},{Expressionism:10},{Lyrical Abstraction:5}",43,8th arrondissement of Paris,1898.0,1964.0,Châtenay-Malabry,male,France,"illustrator, painter, sculptor, graphic artist, drawer",[],[]
Jean Helion,"Abstract Art, Cubism, Expressionism, Neoplasticism",Abstract Art,"{Abstract Art:11},{Cubism:2},{Expressionism:26},{Neoplasticism:1}",40,Couterne,1904.0,1987.0,14th arrondissement of Paris,male,France,"engraver, illustrator, painter",[],[]
Jean Hugo,"Abstract Art, Cubism, Fauvism, Naïve Art (Primitivism), Post-Impressionism, Surrealism",Cubism,"{Abstract Art:1},{Cubism:3},{Fauvism:8},{Naïve Art (Primitivism):10},{Post-Impressionism:6},{Surrealism:7}",35,Stellenbosch,1975.0,1984.0,Lunel,male,France,"painter, printmaker",['Amsterdam'],['Amsterdam:1944-1944']
Jiménez Deredia,"Abstract Art, Art Deco",Art Deco,"{Abstract Art:3},{Art Deco:12}",15,Heredia,1954.0,,,male,Costa Rica,"architect, sculptor",[],[]
Joaquim Rodrigo,"Abstract Art, Naïve Art (Primitivism)",Modernismo,"{Abstract Art:7},{Naïve Art (Primitivism):15}",22,Lisbon,1912.0,1997.0,Lisbon,male,Portugal,painter,[],[]
Joaquin Torres Garcia,"Abstract Art, Futurism, Unknown",Constructivism,"{Abstract Art:15},{Futurism:1},{Unknown:1}",17,Montevideo,1874.0,1949.0,Montevideo,male,Spain,"writer, professor, illustrator, painter, sculptor, muralist, art theorist, collagist","['Barcelona', 'Montevideo', 'New York City', 'Paris', 'Madrid']",[]
Johannes Itten,"Abstract Art, Constructivism, Cubism, Expressionism, Naïve Art (Primitivism)",Expressionism,"{Abstract Art:24},{Constructivism:1},{Cubism:1},{Expressionism:7},{Naïve Art (Primitivism):2}",35,Thun,1888.0,1967.0,Zürich,male,Switzerland,"photographer, writer, architect, painter, drawer","['Berlin', 'Zürich', 'Weimar', 'Amsterdam']","['Berlin:1926-1934', 'Weimar:1919-1922', 'Amsterdam:1938-1938']"
John Altoon,"Abstract Art, Abstract Expressionism",Abstract Expressionism,"{Abstract Art:2},{Abstract Expressionism:6}",8,Los Angeles,1925.0,1969.0,Los Angeles,male,United States of America,"painter, printmaker",[],[]
John Ferren,"Abstract Art, Abstract Expressionism, Color Field Painting, Expressionism",Abstract Art,"{Abstract Art:16},{Abstract Expressionism:22},{Color Field Painting:8},{Expressionism:2}",48,Pendleton,1905.0,1970.0,,male,United States of America,"teacher, painter, sculptor, printmaker","['Munich', 'New York City', 'Paris', 'San Francisco']","['New York City:1938-1938', 'Paris:1929-1929,1931-1931', 'San Francisco:1930-1930,1925-1925']"
John Marin,"Abstract Art, Cubism, Expressionism, Impressionism",Expressionism,"{Abstract Art:5},{Cubism:4},{Expressionism:12},{Impressionism:3}",24,Rutherford,1870.0,1953.0,Cape Split,male,United States of America,"photographer, architect, painter, drawer","['New York City', 'Amsterdam']","['New York City:1885-1950', 'Amsterdam:1906-1906']"
John McLaughlin,"Abstract Art, Minimalism, Neoplasticism",Minimalism,"{Abstract Art:3},{Minimalism:25},{Neoplasticism:1}",29,Doncaster,1942.0,1976.0,Los Angeles,male,United States of America,"translator, painter, linguist, drawer, television presenter, journalist, politician, association football player",[],[]
Jorge Martins,"Abstract Art, Neo-Expressionism, Pop Art",Pop Art,"{Abstract Art:5},{Neo-Expressionism:3},{Pop Art:8}",16,Alhos Vedros,1954.0,,,male,Portugal,"association football player, researcher, engineer, painter, Latin Catholic priest, Catholic bishop",[],[]
Jose de Almada-Negreiros,"Abstract Art, Art Deco, Art Nouveau (Modern), Cubism, Expressionism, Futurism",Art Nouveau,"{Abstract Art:4},{Art Deco:13},{Art Nouveau (Modern):4},{Cubism:5},{Expressionism:5},{Futurism:2}",33,,,,,,,,,
Josef Albers,"Abstract Art, Constructivism, Expressionism, Hard Edge Painting, Op Art",Abstract Art,"{Abstract Art:7},{Constructivism:13},{Expressionism:3},{Hard Edge Painting:39},{Op Art:20}",82,Bottrop,1888.0,1976.0,New Haven,male,United States of America,"printmaker, photographer, educator, painter, sculptor, university teacher, glass artist, designer","['Weimar', 'Essen', 'Black Mountain', 'Munich', 'New Haven', 'Dessau', 'Mexico']",[]
Josef Capek,"Abstract Art, Cubism, Expressionism",Expressionism,"{Abstract Art:1},{Cubism:42},{Expressionism:106}",149,Hronov,1887.0,1945.0,Bergen-Belsen concentration camp,male,Austria-Hungary,"photographer, writer, playwright, translator, illustrator, painter, graphic artist, journalist, scenographer, art critic, art theorist",['Prague'],[]
Josef Sima,"Abstract Art, Surrealism",Abstract Art,"{Abstract Art:15},{Surrealism:18}",33,Jaroměř,1891.0,1971.0,Paris,male,France,"translator, illustrator, painter, graphic artist, visual artist",['France'],[]
Julius Evola,"Abstract Art, Dada, Futurism",Futurism,"{Abstract Art:1},{Dada:10},{Futurism:4}",15,Rome,1898.0,1974.0,Rome,male,Italy,"writer, poet, painter, philosopher, mountaineer",['Rome'],[]
Kaloust Guedel,"Abstract Art, Conceptual Art, Contemporary, Light and Space",Excessivism,"{Abstract Art:2},{Conceptual Art:2},{Contemporary:4},{Light and Space:10}",18,Cyprus,1956.0,,,male,United States of America,painter,[],[]
Karlo Zvirynsky,"Abstract Art, Abstract Expressionism, Post-Impressionism",Abstract Art,"{Abstract Art:16},{Abstract Expressionism:1},{Post-Impressionism:3}",20,Lavriv,1923.0,1997.0,Lviv,male,Ukraine,painter,[],[]
Lajos Kassak,"Abstract Art, Constructivism, Dada, Surrealism",Constructivism,"{Abstract Art:3},{Constructivism:17},{Dada:4},{Surrealism:1}",25,Nové Zámky,1887.0,1967.0,Budapest,male,Hungary,"writer, architect, poet, politician, translator, painter, graphic artist, journalist, essayist, drawer",['Budapest'],[]
Lawren Harris,"Abstract Art, Art Deco, Art Nouveau (Modern), Post-Impressionism, Symbolism",Art Nouveau,"{Abstract Art:16},{Art Deco:7},{Art Nouveau (Modern):18},{Post-Impressionism:1},{Symbolism:1}",43,Brantford,1885.0,1970.0,Vancouver,male,Canada,painter,[],[]
Lee Krasner,"Abstract Art, Abstract Expressionism",Abstract Art,"{Abstract Art:1},{Abstract Expressionism:22}",23,Brooklyn,1908.0,1984.0,New York City,female,United States of America,"artist, illustrator, painter, printmaker","['East Hampton', 'New York City']",[]
Li Yuan-chia,"Abstract Art, Conceptual Art, Kinetic Art, Minimalism",Abstract Art,"{Abstract Art:4},{Conceptual Art:3},{Kinetic Art:3},{Minimalism:4}",14,Lingui District,1929.0,1994.0,Cumbria,male,Taiwan,"poet, painter",[],[]
Lino Tagliapietra,"Abstract Art, Kinetic Art, Op Art",Contemporary,"{Abstract Art:4},{Kinetic Art:3},{Op Art:52}",59,,,,,male,Italy,glass artist,[],[]
Lois Mailou Jones,"Abstract Art, Cubism, Expressionism, Impressionism, Native Art, Pop Art, Post-Impressionism",Harlem Renaissance (New Negro Movement),"{Abstract Art:1},{Cubism:1},{Expressionism:10},{Impressionism:2},{Native Art:9},{Pop Art:1},{Post-Impressionism:5}",29,Boston,1905.0,1998.0,Boston,female,United States of America,"artist, painter, university teacher, designer, textile artist, watercolorist","['Boston', 'Paris', 'Italy', 'Port-au-Prince', 'New York City', 'Sedalia', 'Washington, D.C.']",[]
Louis Schanker,"Abstract Art, Abstract Expressionism, Cubism",Cubism,"{Abstract Art:3},{Abstract Expressionism:11},{Cubism:10}",24,New York City,1903.0,1981.0,New York City,male,United States of America,"painter, printmaker",[],[]
Lyubov Popova,"Abstract Art, Constructivism, Cubism, Cubo-Futurism, Expressionism, Suprematism, Unknown",Cubism,"{Abstract Art:11},{Constructivism:3},{Cubism:15},{Cubo-Futurism:25},{Expressionism:1},{Suprematism:7},{Unknown:4}",66,Minusinsk,1925.0,1996.0,Kharkiv,female,,opera singer,[],[]
M.F. Husain,"Abstract Art, Abstract Expressionism, Cubism, Cubo-Expressionism, Expressionism, Pop Art",Cubism,"{Abstract Art:2},{Abstract Expressionism:12},{Cubism:21},{Cubo-Expressionism:4},{Expressionism:34},{Pop Art:5}",78,Pandharpur,1915.0,2011.0,London,male,India,"screenwriter, photographer, politician, artist, painter, film director, film producer",['India'],[]
Man Ray,"Abstract Art, Cubism, Dada, Surrealism",Dada,"{Abstract Art:10},{Cubism:13},{Dada:47},{Surrealism:14}",84,Philadelphia,1890.0,1976.0,6th arrondissement of Paris,male,United States of America,"screenwriter, photographer, actor, cinematographer, painter, sculptor, filmmaker, autobiographer, collagist, assemblage artist, jewelry designer, film director, designer, film editor, printmaker","['Paris', 'New York City', 'Los Angeles', 'France']",[]
Manuel Felguérez,Abstract Art,Abstract Art,{Abstract Art:15},15,Valparaíso,1928.0,2020.0,Mexico City,male,Mexico,"painter, sculptor",[],[]
Marcel Janco,"Abstract Art, Art Deco, Constructivism, Cubism, Cubo-Expressionism, Dada, Expressionism, Naïve Art (Primitivism), Orientalism, Post-Impressionism, Unknown",Dada,"{Abstract Art:2},{Art Deco:8},{Constructivism:3},{Cubism:9},{Cubo-Expressionism:3},{Dada:8},{Expressionism:14},{Naïve Art (Primitivism):2},{Orientalism:2},{Post-Impressionism:1},{Unknown:1}",53,Bucharest,1895.0,1984.0,Ein Hod,male,Romania,"writer, architect, poet, musician, illustrator, painter, sculptor","['Switzerland', 'Paris', 'Tel Aviv']","['Switzerland:1915-1922', 'Paris:1921-1923', 'Tel Aviv:1942-1984']"
Maria Helena Vieira da Silva,"Abstract Art, Expressionism, Surrealism, Tachisme, Unknown",Abstract Art,"{Abstract Art:5},{Expressionism:5},{Surrealism:9},{Tachisme:16},{Unknown:3}",38,Lisbon,1908.0,1992.0,Paris,female,Portugal,"artist, painter, graphic artist, stained-glass artist",[],[]
Mark Rothko,"Abstract Art, Abstract Expressionism, Color Field Painting, Expressionism, Minimalism, Surrealism",Abstract Art,"{Abstract Art:4},{Abstract Expressionism:18},{Color Field Painting:104},{Expressionism:14},{Minimalism:9},{Surrealism:21}",170,Daugavpils,1903.0,1970.0,Manhattan,male,United States of America,"painter, university teacher, drawer","['Amsterdam', 'The Hague', 'Portland', 'San Francisco', 'New York City', 'Houston']",[]
Marsden Hartley,"Abstract Art, Cubism, Expressionism, Pointillism, Regionalism",Abstract Art,"{Abstract Art:8},{Cubism:4},{Expressionism:11},{Pointillism:2},{Regionalism:8}",33,Lewiston,1877.0,1943.0,Ellsworth,male,United States of America,"drawer, writer, poet, painter, journalist, architectural draftsperson","['Cleveland', 'Berlin', 'Maine', 'Munich', 'Paris', 'Santa Fe', 'Mexico', 'Taos', 'New York City']",[]
Martha Boto,"Abstract Art, Kinetic Art, Op Art",Kinetic art,"{Abstract Art:4},{Kinetic Art:19},{Op Art:16}",39,Buenos Aires,1925.0,2004.0,15th arrondissement of Paris,female,Argentina,"artist, sculptor, installation artist",[],[]
Mathias Goeritz,"Abstract Art, Abstract Expressionism, Concretism, Minimalism, Spatialism, Surrealism",Minimalism,"{Abstract Art:1},{Abstract Expressionism:8},{Concretism:2},{Minimalism:6},{Spatialism:12},{Surrealism:8}",37,Gdańsk,1915.0,1990.0,Mexico City,male,Mexico,"writer, architect, painter, sculptor",[],[]
Michel Seuphor,Abstract Art,Abstract Art,{Abstract Art:15},15,Antwerp,1901.0,1999.0,Paris,male,Belgium,"photographer, writer, poet, painter, art historian, textile artist, printmaker, drawer",['Paris'],[]
Milton Avery,"Abstract Art, Cubism, Expressionism, Fauvism, Post-Impressionism",Post-Impressionism,"{Abstract Art:1},{Cubism:2},{Expressionism:17},{Fauvism:20},{Post-Impressionism:4}",44,Altmar,1885.0,1965.0,New York City,male,United States of America,"illustrator, painter",[],[]
Mladen Stilinovic,"Abstract Art, Conceptual Art, Minimalism",Conceptual Art,"{Abstract Art:1},{Conceptual Art:26},{Minimalism:2}",29,Belgrade,1947.0,2016.0,Pula,male,Croatia,"photographer, painter, installation artist, video artist, conceptual artist",[],[]
Mordecai Ardon,"Abstract Art, Abstract Expressionism, Expressionism, Surrealism",Abstract Art,"{Abstract Art:3},{Abstract Expressionism:7},{Expressionism:3},{Surrealism:9}",22,Tuchów,1896.0,1992.0,Jerusalem,male,Israel,"painter, university teacher",[],[]
Natalia Goncharova,"Abstract Art, Art Nouveau (Modern), Cubism, Cubo-Futurism, Expressionism, Fauvism, Naïve Art (Primitivism), Post-Impressionism, Rayonism, Unknown",Avant-garde,"{Abstract Art:1},{Art Nouveau (Modern):1},{Cubism:5},{Cubo-Futurism:10},{Expressionism:18},{Fauvism:2},{Naïve Art (Primitivism):15},{Post-Impressionism:6},{Rayonism:5},{Unknown:3}",66,Arkhangelskoe,1881.0,1962.0,Paris,female,France,"writer, artist, illustrator, painter, costume designer, scenographer, fashion designer, drawer",[],[]
Nemanja Vučković,"Abstract Art, Abstract Expressionism, Figurative Expressionism, Lyrical Abstraction, New European Painting, Surrealism",Abstract Art,"{Abstract Art:3},{Abstract Expressionism:4},{Figurative Expressionism:1},{Lyrical Abstraction:5},{New European Painting:8},{Surrealism:4}",25,Surdulica,1990.0,,,male,Serbia,painter,[],[]
Nina Tokhtaman Valetova,"Abstract Art, Contemporary, Cubism, Magic Realism, Surrealism, Unknown",Magic Realism,"{Abstract Art:1},{Contemporary:6},{Cubism:1},{Magic Realism:104},{Surrealism:4},{Unknown:1}",117,Berdyash,1958.0,,,female,United States of America,painter,[],[]
Ossip Zadkine,"Abstract Art, Cubism, Expressionism",Expressionism,"{Abstract Art:1},{Cubism:5},{Expressionism:47}",53,Vitebsk,1888.0,1967.0,Paris,male,France,"teacher, engraver, illustrator, painter, sculptor, university teacher, graphic artist",[],[]
Otto Freundlich,"Abstract Art, Expressionism",Abstract Art,"{Abstract Art:14},{Expressionism:1}",15,Słupsk,1878.0,1943.0,Lublin-Majdanek concentration camp,male,German Reich,"painter, sculptor, graphic artist, drawer","['Munich', 'Florence', 'Cologne', 'Paris', 'Amsterdam', 'Berlin']","['Munich:1904-1904', 'Florence:1905-1905', 'Cologne:1919-1919', 'Paris:1925-1925,1908-1914', 'Amsterdam:1912-1912', 'Berlin:1921-1922,1903-1904']"
Paul Klee,"Abstract Art, Abstract Expressionism, Cubism, Expressionism, Fauvism, Surrealism, Unknown",Expressionism,"{Abstract Art:52},{Abstract Expressionism:1},{Cubism:26},{Expressionism:101},{Fauvism:1},{Surrealism:30},{Unknown:1}",212,Münchenbuchsee,1879.0,1940.0,Muralto,male,Switzerland,"lithographer, painter, university teacher, graphic artist, visual artist, designer, printmaker, architectural draftsperson, drawer","['Düsseldorf', 'Weimar', 'Dessau', 'Munich', 'Paris', 'Bern']",[]
Paul Nash,"Abstract Art, Cubism, Dada, Expressionism, Surrealism, Unknown",Abstract Art,"{Abstract Art:7},{Cubism:31},{Dada:1},{Expressionism:67},{Surrealism:23},{Unknown:4}",133,Kensington,1889.0,2005.0,Manhattan,male,United States of America,"musician, jazz guitarist, music teacher, photographer, illustrator, painter, designer, printmaker",['London'],[]
Perle Fine,"Abstract Art, Abstract Expressionism, Color Field Painting, Minimalism, Unknown",Abstract Art,"{Abstract Art:6},{Abstract Expressionism:25},{Color Field Painting:17},{Minimalism:9},{Unknown:1}",58,Boston,1905.0,1988.0,East Hampton,female,United States of America,"artist, painter",[],[]
Petros Malayan,"Abstract Art, Cubism, Expressionism, Magic Realism, Realism, Severe Style, Socialist Realism",Expressionism,"{Abstract Art:1},{Cubism:1},{Expressionism:115},{Magic Realism:7},{Realism:3},{Severe Style:1},{Socialist Realism:18}",146,Baku,1927.0,1997.0,Tel Aviv,male,Soviet Union,painter,[],[]
Pierre Daura,"Abstract Art, Expressionism, Post-Impressionism",Post-Impressionism,"{Abstract Art:1},{Expressionism:4},{Post-Impressionism:10}",15,Ciutadella de Menorca,1896.0,1976.0,Rockbridge Baths,male,Spain,"painter, designer, republican militiaman  (Spanish Civil War)",[],[]
Princess Fahrelnissa Zeid,"Abstract Art, Expressionism",Abstract Art,"{Abstract Art:12},{Expressionism:13}",25,Turkey,1901.0,1991.0,Amman,female,Turkey,"mosaicist, painter, stained-glass artist, printmaker, lithographer, collagist","['Berlin', 'Istanbul', 'Paris', 'London']",[]
Rashid Al Khalifa,"Abstract Art, Contemporary Realism, Expressionism, Fauvism, Post-Minimalism, Realism",Contemporary Realism,"{Abstract Art:18},{Contemporary Realism:6},{Expressionism:10},{Fauvism:4},{Post-Minimalism:10},{Realism:2}",50,,,,,,,,,
Requena Nozal,"Abstract Art, Abstract Expressionism, Unknown",Abstract Expressionism,"{Abstract Art:2},{Abstract Expressionism:33},{Unknown:1}",36,Zaragoza,1947.0,,,male,Spain,"sculptor, painter",[],[]
Richard Pousette-Dart,"Abstract Art, Abstract Expressionism, Academicism",Abstract Art,"{Abstract Art:10},{Abstract Expressionism:43},{Academicism:1}",54,Saint Paul,1916.0,1992.0,Rockland County,male,United States of America,"photographer, painter, drawer",[],[]
Rita Angus,"Abstract Art, Regionalism, Surrealism",Modernism,"{Abstract Art:1},{Regionalism:67},{Surrealism:4}",72,Hastings,1908.0,1970.0,Wellington,female,New Zealand,"artist, painter, printmaker",[],[]
Rochelle Blumenfeld,"Abstract Art, Abstract Expressionism, Figurative Expressionism, Post-Painterly Abstraction",Post-Painterly Abstraction,"{Abstract Art:1},{Abstract Expressionism:1},{Figurative Expressionism:1},{Post-Painterly Abstraction:23}",26,Pittsburgh,1936.0,,,female,United States of America,painter,[],[]
Roger Weik,"Abstract Art, Abstract Expressionism, Lyrical Abstraction, Unknown",Abstract Art,"{Abstract Art:8},{Abstract Expressionism:370},{Lyrical Abstraction:1},{Unknown:137}",516,Chicago,1949.0,,,male,United States of America,painter,[],[]
