style,artist,movement,count
Academicism,Károly Lotz,Romanticism,36
Academicism,Leo Steel,Academic Art,3
Academicism,Leon Bonnat,Academic Art,9
Academicism,Lili Elbe,Post-Impressionism,1
Academicism,Lionel Noel Royer,Academic Art,5
Academicism,Ludovic Alleaume,Academic Art,1
Academicism,Ludwig Knaus,Academic Art,26
Academicism,Ludwig Manzel,Academic Art,17
Academicism,Ludwig Passini,Academic Art,17
Academicism,Luke Fildes,Social Realism,26
Academicism,Léon Bazile Perrault,Academic Art,17
Academicism,Léon Cogniet,Romanticism,1
Academicism,Marie Bracquemond,Impressionism,2
Academicism,Marià Fortuny,Romanticism,24
Academicism,Maurice Poirson,Academic Art,2
Academicism,Mihaly Munkacsy,Realism,3
Academicism,Mikhail Vrubel,Symbolism,4
Academicism,Miklos Barabas,Romanticism,14
Academicism,Mohammad Hadi Tajvidi,Academic Art,6
Academicism,Nikola Martinoski,Realism,1
Academicism,Nikolai Ge,Realism,3
Academicism,Nikolaos Gyzis,Romanticism,8
Academicism,Noè Bordignon,Realism,25
Academicism,Oleg Holosiy,Neo-Expressionism,1
Academicism,Pablo Picasso,Post-Impressionism,1
Academicism,Pasquale Celommi,Academic Art,8
Academicism,Paul Delaroche,Romanticism,13
Academicism,Paul Leroy,Orientalism,13
Academicism,Paul Peel,Academic Art,28
Academicism,Paul-Albert Besnard,Academic Art,2
Academicism,Pedro Américo,Romanticism,1
Academicism,Petrus van Schendel,Romanticism,39
Academicism,Raimundo de Madrazo,Academic Art,9
Academicism,Raja Ravi Varma,Academic Art,50
Academicism,Richard Pousette-Dart,Abstract Art,1
Academicism,Rodolfo Amoedo,Romanticism,6
Academicism,Romualdo Locatelli,Orientalism,2
Academicism,Rubens Santoro,Realism,9
Academicism,Sir Lawrence Alma-Tadema,Neoclassicism,15
Academicism,Solomon Joseph Solomon,Academic Art,13
Academicism,Theodor Aman,Romanticism,6
Academicism,Thomas Couture,Academic Art,10
Academicism,Thomas Francis Dicksee,Romanticism,1
Academicism,Toby Edward Rosenthal,Academic Art,17
Academicism,Vasily Surikov,Realism,2
Academicism,Victor Meirelles,Romanticism,5
Academicism,Vincenzo Camuccini,Neoclassicism,38
Academicism,Wilhelm Kotarbinski,Art Nouveau,1
Academicism,William-Adolphe Bouguereau,Neoclassicism,378
Academicism,Wojciech Weiss,Art Nouveau,3
Academicism,Xavier Mellery,Symbolism,1
Academicism,Émile Bayard,Academic Art,58
Action painting,Antonio Corpora,Abstract Art,1
Action painting,Arnulf Rainer,Viennese Actionism,2
Action painting,Brion Gysin,Surrealism,6
Action painting,Cricorps,Impressionism,1
Action painting,Franz Kline,Abstract Art,35
Action painting,Hans Hofmann,Abstract Art,6
Action painting,Jackson Pollock,Abstract Art,43
Action painting,Kazuo Shiraga,Abstract Expressionism,5
Action painting,Norman Bluhm,Abstract Expressionism,6
American Realism,Albrecht Anker,Realism,1
American Realism,Alexander Calder,Kinetic art,7
American Realism,Beauford Delaney,Modernism,3
American Realism,Francis Davis Millet,Academic Art,28
American Realism,N.C. Wyeth,Romanticism,1
American Realism,Rockwell Kent,Modernism,31
American Realism,Stuart Davis,Cubism,1
Analytical Cubism,Albert Gleizes,Cubism,3
Analytical Cubism,Georges Braque,Cubism,38
Analytical Cubism,Jean Metzinger,Cubism,6
Analytical Cubism,Juan Gris,Cubism,14
Analytical Cubism,Pablo Picasso,Post-Impressionism,48
Analytical Realism,Pavel Filonov,Abstract Art,89
Analytical Realism,Yervand Kochar,Cubism,1
Art Brut,August Natterer,Outsider art (Art brut),11
Art Brut,Bill Traylor,Outsider art (Art brut),10
Art Brut,Cricorps,Impressionism,1
Art Brut,David Lynch,Outsider art (Art brut),12
Art Brut,Dmytro Kavsan,Outsider art (Art brut),15
Art Brut,Friedrich Schroder-Sonnenstern,Outsider art (Art brut),10
Art Brut,Gaston Chaissac,Outsider art (Art brut),22
Art Brut,Gene Davis,Post-Painterly Abstraction,5
Art Brut,Henry Darger,Outsider art (Art brut),22
Art Brut,Howard Finster,Outsider art (Art brut),37
Art Brut,Ilya Isupov,Outsider art (Art brut),1
Art Brut,Jean Dubuffet,Outsider art (Art brut),45
Art Brut,Louis Pons,Existential Art,15
Art Brut,Louis Soutter,Outsider art (Art brut),27
Art Brut,Lucy Ivanova,Neo-Expressionism,2
Art Brut,Oleksandr Hnylyzkyj,Transavantgarde,5
Art Brut,Paul du Toit,Outsider art (Art brut),1
Art Brut,Thomas Riesner,Outsider art (Art brut),20
Art Brut,Vilen Barsky,Soviet Nonconformist Art,78
Art Brut,Walter Battiss,Abstract Art,53
Art Brut,Willem van Genk,Outsider art (Art brut),1
Art Brut,Yayoi Kusama,Feminist Art,2
Art Deco,Aleksandra Ekster,Suprematism,3
Art Deco,Anton Prinner,Cubism,1
Art Deco,Archibald Motley,Art Deco,45
Art Deco,Bernardo Marques,Art Deco,11
Art Deco,Carlos Saenz de Tejada,Expressionism,16
Art Deco,Cassandre,Art Deco,90
Art Deco,Clarice Cliff,Art Deco,20
Art Deco,Cricorps,Impressionism,2
Art Deco,David Alfaro Siqueiros,Social Realism,1
Art Deco,Diego Rivera,Social Realism,20
Art Deco,Eric Gill,Arts and Crafts,47
Art Deco,Eugeniusz Zak,Post-Impressionism,4
Art Deco,François Pompon,Modernism,14
Art Deco,Gerda Wegener,Art Nouveau,53
Art Deco,Gregorio Sciltian,Art Deco,3
Art Deco,Ivan Mestrovic,Impressionism,3
Art Deco,Jean Dupas,Art Deco,26
Art Deco,Jiménez Deredia,Art Deco,12
Art Deco,John Austen,Art Deco,56
Art Deco,John Vassos,Art Deco,37
Art Deco,Jose de Almada-Negreiros,Art Nouveau,13
Art Deco,Lawren Harris,Art Nouveau,7
Art Deco,M.C. Escher,Surrealism,1
Art Deco,Manfred Kielnhofer,Contemporary,1
Art Deco,Marcel Janco,Dada,8
Art Deco,Maruja Mallo,Magic Realism,1
Art Deco,Paul Émile Chabas,Kitsch,1
Art Deco,Petre Otskheli,Avant-garde,10
Art Deco,Raphael Delorme,Art Deco,29
Art Deco,Rene Magritte,Surrealism,14
Art Deco,Stanisław Szukalski,Art Deco,30
Art Deco,Tahir Salahov,Socialist Realism,2
Art Deco,Tamara de Lempicka,Art Deco,83
Art Deco,Zinaida Serebriakova,Symbolism,50
Art Informel,Adrien Dax,Surrealism,7
Art Informel,Afro,Abstract Art,20
Art Informel,Akira Kanayama,Art Informel,8
Art Informel,Albert Rafols-Casamada,Art Informel,28
Art Informel,Alberto Burri,Art Informel,8
Art Informel,Alfred Freddy Krupa,New Ink Art,7
Art Informel,Alfred Manessier,Art Informel,39
Art Informel,Alighiero Boetti,Arte Povera,15
Art Informel,Andre Lanskoy,Art Informel,9
Art Informel,Andre-Pierre Arnal,Art Informel,41
Art Informel,Antoni Tapies,Art Informel,38
Art Informel,Antonio Areal,Art Informel,5
Art Informel,Antonio Palolo,Neo-Expressionism,3
Art Informel,Antonio Sanfilippo,Art Informel,21
Art Informel,Asger Jorn,Art Informel,19
Art Informel,Aurel Cojan,Art Informel,27
Art Informel,Bernard Schultze,Art Informel,22
Art Informel,Bice Lazzari,Art Informel,22
Art Informel,Carl Buchheister,Dada,15
Art Informel,Carla Accardi,Art Informel,19
Art Informel,Charlotte Posenenske,Minimalism,17
Art Informel,Christo Coetzee,Art Informel,1
Art Informel,Claude Georges,Abstract Art,9
Art Informel,Corneille,Art Informel,19
Art Informel,Daniel Dezeuze,Conceptual Art,2
Art Informel,Eileen Agar,Surrealism,8
Art Informel,Emilio Scanavino,Art Informel,12
Art Informel,Endre Bartos,Expressionism,11
Art Informel,Enrico Baj,Surrealism,8
Art Informel,Enrico Castellani,Spatialism,3
Art Informel,Ernst Wilhelm Nay,Art Informel,35
Art Informel,Eugene Brands,Art Informel,54
Art Informel,Eugene Leroy,Art Informel,65
Art Informel,Fausto Melotti,Arte Povera,15
Art Informel,Florin Maxa,Post-Minimalism,2
Art Informel,Francis Bott,Surrealism,17
Art Informel,Francois Arnal,Abstract Art,28
Art Informel,Fritz Winter,Art Informel,32
Art Informel,Gil Teixeira Lopes,Art Informel,12
Art Informel,Giulio Turcato,Art Informel,30
Art Informel,Giuseppe Penone,Arte Povera,8
Art Informel,Giuseppe Pinot-Gallizio,Art Informel,13
Art Informel,Giuseppe Santomaso,Art Informel,25
Art Informel,Greta Freist,Magic Realism,5
Art Informel,Helmut Sturm,Art Informel,15
Art Informel,Henri Michaux,Tachisme,5
Art Informel,Herbert Zangs,Art Informel,1
Art Informel,Horia Damian,Art Informel,10
Art Informel,Huguette Arthur Bertrand,Abstract Art,1
Art Informel,Ion Bitzan,Conceptual Art,7
Art Informel,Ion Nicodim,Art Informel,8
Art Informel,Ivan Serpa,Neo-Concretism,14
Art Informel,Jacques Busse,Art Informel,9
Art Informel,Jaroslav Serpan,Surrealism,13
Art Informel,Jean Degottex,Art Informel,3
Art Informel,Jean Fautrier,Existential Art,16
Art Informel,Jean Le Moal,Art Informel,17
Art Informel,Jean Messagier,Art Informel,6
Art Informel,Jean Miotte,Art Informel,19
Art Informel,Jean Rene Bazaine,Art Informel,26
Art Informel,Jean-Michel Atlan,Art Informel,18
Art Informel,Jiro Yoshihara,Art Informel,4
Art Informel,Joan Hernandez Pijuan,Minimalism,30
Art Informel,Joan Ponc,Surrealism,5
Art Informel,Julius Bissier,Art Informel,18
Art Informel,Karel Appel,Art Informel,19
Art Informel,Karl Otto Gotz,Abstract Art,14
Art Informel,Kim Tschang-yeul,Korean Informel,15
Art Informel,Leo Leuppi,Cubism,5
Art Informel,Lilia Carrillo,Art Informel,13
Art Informel,Luciano Bartolini,Contemporary,41
Art Informel,Luigi Guardigli,Art Informel,23
Art Informel,Luis Feito,Art Informel,37
Art Informel,Manuel Rivera,Art Informel,22
Art Informel,Marcelle Loubchansky,Art Informel,17
Art Informel,Mario Ballocco,Op Art,11
Art Informel,Mario Prassinos,Surrealism,22
Art Informel,Mario Schifano,Pop Art,30
Art Informel,Matsutani,Art Informel,17
Art Informel,Maurice Esteve,Art Informel,64
Art Informel,Modest Cuixart,Art Informel,48
Art Informel,Monique Orsini,Art Informel,2
Art Informel,Natalia Dumitresco,Art Informel,15
Art Informel,Nicolas de Staël,Art Informel,30
Art Informel,Olivier Debre,Art Informel,8
Art Informel,Omer Uluc,Contemporary,20
Art Informel,Ozdemir Atlan,Contemporary,10
Art Informel,Paolo Scheggi,Spatialism,10
Art Informel,Paritosh Sen,Modernism,2
Art Informel,Patrick Heron,Art Informel,5
Art Informel,Piero Manzoni,Arte Povera,1
Art Informel,Pierre Tal-Coat,Art Informel,24
Art Informel,Rene Duvillier,Art Informel,8
Art Informel,Roger Bissière,Tachisme,25
Art Informel,Romul Nutiu,Abstract Art,8
Art Informel,Rune Jansson,Art Informel,19
Art Informel,Sadamasa Motonaga,Art Informel,28
Art Informel,Samuel Buri,Pop Art,6
Art Informel,Se-Ok Suh,Korean Informel,16
Art Informel,Sergio Mario Illuminato,Art Informel,26
Art Informel,Shozo Shimamoto,Abstract Art,4
Art Informel,Simon Hantai,Abstract Art,6
Art Informel,Tano Festa,Pop Art,10
Art Informel,Theo Gerber,Surrealism,5
Art Informel,Willi Baumeister,Abstract Art,23
Art Informel,Wols,Surrealism,19
Art Informel,Zao Wou-Ki,Art Informel,20
Art Nouveau (Modern),A.Y. Jackson,Art Nouveau,18
Art Nouveau (Modern),Achille Beltrame,Art Nouveau,59
Art Nouveau (Modern),Akseli Gallen-Kallela,Romanticism,4
Art Nouveau (Modern),Aladar Korosfoi-Kriesch,Art Nouveau,14
Art Nouveau (Modern),Albert Lynch,Art Nouveau,17
Art Nouveau (Modern),Albert Maignan,Academic Art,8
Art Nouveau (Modern),Alberto Magnelli,Abstract Art,2
Art Nouveau (Modern),Albin Egger-Lienz,Expressionism,9
Art Nouveau (Modern),Albrecht Anker,Realism,4
Art Nouveau (Modern),Aleksandra Ekster,Suprematism,4
Art Nouveau (Modern),Alexander Khvostenko-Khvostov,Avant-garde,14
Art Nouveau (Modern),Alexandre Benois,Art Nouveau,57
Art Nouveau (Modern),Alfred Roller,Art Nouveau,26
Art Nouveau (Modern),Alfred William Finch,Neo-Impressionism,6
Art Nouveau (Modern),Alphonse Mucha,Art Nouveau,141
Art Nouveau (Modern),Anders Zorn,Realism,10
Art Nouveau (Modern),Andrei Ryabushkin,Romanticism,9
Art Nouveau (Modern),Anna Katarina Boberg,Art Nouveau,5
Art Nouveau (Modern),Anna Ostroumova-Lebedeva,Art Nouveau,81
Art Nouveau (Modern),Anne Brigman,Impressionism,1
Art Nouveau (Modern),Antonio de La Gándara,Impressionism,10
Art Nouveau (Modern),Arthur Lismer,Expressionism,1
Art Nouveau (Modern),Arthur Rackham,Art Nouveau,160
Art Nouveau (Modern),Artuš Scheiner,Art Nouveau,90
Art Nouveau (Modern),Aubrey Beardsley,Art Nouveau,239
Art Nouveau (Modern),Austin Osman Spare,Symbolism,6
Art Nouveau (Modern),Azim Azimzade,Art Nouveau,14
Art Nouveau (Modern),Beatrix Potter,Art Nouveau,32
Art Nouveau (Modern),Bertold Löffler,Art Nouveau,6
Art Nouveau (Modern),Boris Kustodiev,Realism,195
Art Nouveau (Modern),Byam Shaw,Romanticism,63
Art Nouveau (Modern),Carl Larsson,Arts and Crafts,109
Art Nouveau (Modern),Carlos Saenz de Tejada,Expressionism,34
Art Nouveau (Modern),Carlos Schwabe,Symbolism,43
Art Nouveau (Modern),Carmen Osés Hidalgo,Modernism,2
Art Nouveau (Modern),Charles E. Burchfield,Regionalism,1
Art Nouveau (Modern),Charles Rennie Mackintosh,Arts and Crafts,49
Art Nouveau (Modern),Charles Robinson,Art Nouveau,44
Art Nouveau (Modern),Clarence Gagnon,Impressionism,9
Art Nouveau (Modern),Claude Georges,Abstract Art,1
Art Nouveau (Modern),Cricorps,Impressionism,1
Art Nouveau (Modern),Cuno Amiet,Symbolism,4
Art Nouveau (Modern),Dmitri Zhilinsky,Socialist Realism,4
Art Nouveau (Modern),Dorothy Lathrop,Art Nouveau,117
Art Nouveau (Modern),Edmund Dulac,Art Nouveau,96
Art Nouveau (Modern),Edward E. Simmons,Impressionism,2
Art Nouveau (Modern),Eero Järnefelt,Realism,5
Art Nouveau (Modern),Egon Schiele,Expressionism,58
Art Nouveau (Modern),Eleanor Fortescue-Brickdale,Romanticism,25
Art Nouveau (Modern),Elenore Abbott,Romanticism,10
Art Nouveau (Modern),Elisabeth Sonrel,Art Nouveau,18
Art Nouveau (Modern),Eliseu Visconti,Symbolism,14
Art Nouveau (Modern),Emile Galle,Art Nouveau,19
Art Nouveau (Modern),Emily Carr,Post-Impressionism,9
Art Nouveau (Modern),Emmerico Nunes,Modernismo,13
Art Nouveau (Modern),Enrico Prampolini,Futurism,1
Art Nouveau (Modern),Ethel Reed,Art Nouveau,46
Art Nouveau (Modern),Eugene Lanceray,Art Nouveau,18
Art Nouveau (Modern),Eugène Grasset,Art Nouveau,42
Art Nouveau (Modern),Fedir Krychevsky,Art Nouveau,12
Art Nouveau (Modern),Felice Casorati,Metaphysical art,5
Art Nouveau (Modern),Felix Vallotton,Post-Impressionism,135
Art Nouveau (Modern),Ferdinand Hodler,Symbolism,97
Art Nouveau (Modern),Fernand Khnopff,Symbolism,1
Art Nouveau (Modern),Filipp Malyavin,Art Nouveau,16
Art Nouveau (Modern),Frances Macdonald,Arts and Crafts,23
Art Nouveau (Modern),Francesc Masriera,Art Nouveau,4
Art Nouveau (Modern),Frank Cadogan Cowper,Romanticism,11
Art Nouveau (Modern),Frank Johnston,Art Nouveau,9
Art Nouveau (Modern),Frank Xavier Leyendecker,Art Nouveau,12
Art Nouveau (Modern),Franklin Carmichael,Art Nouveau,22
Art Nouveau (Modern),Frantisek Kupka,Abstract Art,5
Art Nouveau (Modern),Franz Stuck,Symbolism,8
Art Nouveau (Modern),Frederick Carl Frieseke,Impressionism,2
Art Nouveau (Modern),Fritz Rehm,Art Nouveau,11
Art Nouveau (Modern),Fujishima Takeji,Romanticism,24
Art Nouveau (Modern),Gabriel von Max,Romanticism,2
Art Nouveau (Modern),Galileo Chini,Art Nouveau,8
Art Nouveau (Modern),George Barbier,Art Nouveau,21
Art Nouveau (Modern),Georges Lemmen,Neo-Impressionism,2
Art Nouveau (Modern),Georges Rochegrosse,Orientalism,58
Art Nouveau (Modern),Gerda Wegener,Art Nouveau,66
Art Nouveau (Modern),Gustav Klimt,Symbolism,86
Art Nouveau (Modern),Hans Andersen Brendekilde,Social Realism,7
Art Nouveau (Modern),Haralampi Tachev,Art Nouveau,16
Art Nouveau (Modern),Harry Clarke,Arts and Crafts,70
Art Nouveau (Modern),Heinrich Lefler,Art Nouveau,34
Art Nouveau (Modern),Henri de Toulouse-Lautrec,Post-Impressionism,112
Art Nouveau (Modern),Henry van de Velde,Neo-Impressionism,11
Art Nouveau (Modern),Heorhiy Narbut,Art Nouveau,110
Art Nouveau (Modern),Hossein Behzad,Modernism,56
Art Nouveau (Modern),Hélène Guinepied,Art Nouveau,5
Art Nouveau (Modern),Ion Theodorescu-Sion,Post-Impressionism,1
Art Nouveau (Modern),Ivan Bilibin,Art Nouveau,244
Art Nouveau (Modern),Ivan Milev,Symbolism,16
Art Nouveau (Modern),J. C. Leyendecker,Art Nouveau,29
Art Nouveau (Modern),J. E. H. MacDonald,Art Nouveau,27
Art Nouveau (Modern),Jacek Malczewski,Symbolism,73
Art Nouveau (Modern),Jacques Villon,Cubism,7
Art Nouveau (Modern),Jan Mankes,Symbolism,1
Art Nouveau (Modern),Jan Toorop,Symbolism,11
Art Nouveau (Modern),Jean-Paul Laurens,Academic Art,3
Art Nouveau (Modern),Joan Brull,Symbolism,75
Art Nouveau (Modern),John Bauer,Romanticism,52
Art Nouveau (Modern),John Duncan,Romanticism,3
Art Nouveau (Modern),Jose de Almada-Negreiros,Art Nouveau,4
Art Nouveau (Modern),Jozsef Rippl-Ronai,Post-Impressionism,15
Art Nouveau (Modern),Jules Cheret,Art Nouveau,34
Art Nouveau (Modern),Julio Romero de Torres,Realism,2
Art Nouveau (Modern),Jury Annenkov,Cubism,3
Art Nouveau (Modern),Józef Mehoffer,Post-Impressionism,30
Art Nouveau (Modern),Kay Nielsen,Art Nouveau,43
Art Nouveau (Modern),Kazimir Malevich,Abstract Art,2
Art Nouveau (Modern),Koloman Moser,Art Nouveau,163
Art Nouveau (Modern),Konstantin Korovin,Impressionism,43
Art Nouveau (Modern),Konstantin Somov,Symbolism,33
Art Nouveau (Modern),Konstantin Yuon,Symbolism,42
Art Nouveau (Modern),Konstantinos Parthenis,Symbolism,4
Art Nouveau (Modern),Károly Lotz,Romanticism,6
Art Nouveau (Modern),Lawren Harris,Art Nouveau,18
Art Nouveau (Modern),Leon Bakst,Art Nouveau,105
Art Nouveau (Modern),Leon Wyczółkowski,Young Poland,1
Art Nouveau (Modern),Leonetto Cappiello,Art Nouveau,40
Art Nouveau (Modern),Leopoldo Metlicovitz,Art Nouveau,41
Art Nouveau (Modern),Louis Comfort Tiffany,Art Nouveau,230
Art Nouveau (Modern),Louis Wain,Art Nouveau,61
Art Nouveau (Modern),Lucien Pissarro,Impressionism,20
Art Nouveau (Modern),Ludovic Alleaume,Academic Art,66
Art Nouveau (Modern),Ludwig Manzel,Academic Art,4
Art Nouveau (Modern),Léo Gausson,Neo-Impressionism,1
Art Nouveau (Modern),Léo Schnug,Art Nouveau,26
Art Nouveau (Modern),M.C. Escher,Surrealism,1
Art Nouveau (Modern),Mana Parpulova,Expressionism,1
Art Nouveau (Modern),Margaret Macdonald,Art Nouveau,21
Art Nouveau (Modern),Marianne Stokes,Impressionism,40
Art Nouveau (Modern),Martin Munkácsi,Modernism,31
Art Nouveau (Modern),Martiros Sarian,Realism,2
Art Nouveau (Modern),Max Kurzweil,Expressionism,7
Art Nouveau (Modern),Max Slevogt,Impressionism,5
Art Nouveau (Modern),Maxfield Parrish,Symbolism,1
Art Nouveau (Modern),Maximilian Pirner,Art Nouveau,23
Art Nouveau (Modern),Meta Vaux Warrick Fuller,Harlem Renaissance (New Negro Movement),3
Art Nouveau (Modern),Michel Simonidy,Art Nouveau,9
Art Nouveau (Modern),Mikhail Nesterov,Symbolism,9
Art Nouveau (Modern),Mikhail Vrubel,Symbolism,18
Art Nouveau (Modern),Mstislav Dobuzhinsky,Symbolism,28
Art Nouveau (Modern),Natalia Goncharova,Avant-garde,1
Art Nouveau (Modern),Nicholas Roerich,Symbolism,499
Art Nouveau (Modern),Nikolaos Gyzis,Romanticism,2
Art Nouveau (Modern),Odilon Redon,Symbolism,1
Art Nouveau (Modern),Oleh Sokolov,Abstract Art,1
Art Nouveau (Modern),Oleksa Novakivskyi,Post-Impressionism,24
Art Nouveau (Modern),Otto Eckmann,Art Nouveau,18
Art Nouveau (Modern),Owen Jones,Art Nouveau,101
Art Nouveau (Modern),Pablo Picasso,Post-Impressionism,16
Art Nouveau (Modern),Paul Leroy,Orientalism,1
Art Nouveau (Modern),Paul Mathiopoulos,Symbolism,20
Art Nouveau (Modern),Paul Ranson,Symbolism,28
Art Nouveau (Modern),Paul Émile Chabas,Kitsch,6
Art Nouveau (Modern),Pavel Filonov,Abstract Art,2
