artist,Nationality,PaintingSchool,ArtMovement,Influencedby,Influencedon,Pupils,Teachers,FriendsandCoworkers,FirstYear,LastYear,Places,PlacesYears,StylesYears,StylesCount,PlacesCount,Contemporary,Type
Jean Massard,,,{Rococo:1},,,,,,,,,,,,,,
Giuseppe Bazzani,,,"{Rococo:1},{Baroque:1},{Renaissance:1}",,,,,,,,,,,,,,
Charles-Nicolas Cochin I after Jean Siméon Chardin,,,{Rococo:5},,,,,,,,,,,,,,
Jean-Baptiste Van Loo,,,{Rococo:1},,,,,,,,,,,,,,
Nicolas Ponce after Jean-Honoré Fragonard,,,{Rococo:2},,,,,,,,,,,,,,
Pietro Rotari,,,"{Rococo:1},{Baroque:1}",,,,,,,,,,,,,,
Georg Friedrich Schmidt after Antoine Pesne,,,{Rococo:1},,,,,,,,,,,,,,
William Ridley after George Romney,,,{Rococo:1},,,,,,,,,,,,,,
Pierre Etienne Moitte after Maurice-Quentin de La Tour,,,{Rococo:1},,,,,,,,,,,,,,
Simon Charles Miger after Louis Michel Van Loo,,,{Rococo:1},,,,,,,,,,,,,,
Andrea Locatelli,,,{Rococo:2},,,,,,1720.0,1740.0,,,,,,No,
Artist: Suzuki Harunobu,,,{Ukiyo-e:1},,,,,,,,,,,,,,
Artist: Kitagawa Utamaro,,,{Ukiyo-e:1},,,,,,,,,,,,,,
James Wilson Morrice,,,{Post-Impressionism:2},,,,,,,,,,,,,,
Henri Lebasque,,,{Post-Impressionism:1},,,,,,,,,,,,,,
Marino Tartaglia,,,"{Post-Impressionism:1},{Expressionism:1},{Futurism:1}",,,,,,,,,,,,,,
Georges Lemmen,Belgian,Les XX,"{Post-Impressionism:1},{Modern art:1},{Post-Impressionism,Art Nouveau:28}",,,,,,1890.0,1911.0,"US, RI, Paris, France, IN, Indianapolis, Providence","Indianapolis:1894-1894,IN:1894-1894,US:1892-1894,Paris:1891-1893,France:1891-1893,Providence:1892-1892,RI:1892-1892","Pointillism:1890-1894,Impressionism:1900-1905,Post-Impressionism:1901-1911,Art Nouveau (Modern):1910-1910,Divisionism:1905-1910","{Pointillism:10}, {Impressionism:5}, {Post-Impressionism:10}, {Art Nouveau (Modern):4}, {Divisionism:1}","{Indianapolis:1},{IN:1},{US:2},{Paris:2},{France:2},{Providence:1},{RI:1}",No,
Tivadar Csontváry Kosztka,,,{Post-Impressionism:1},,,,,,,,,,,,,,
Ilya Mashkov,Russian,Jack of Diamonds,"{Post-Impressionism:220},{Fauvism:1}",,,"Vasyl Yermylov,Robert Falk,",,,1900.0,1943.0,"Armenia, Russia, Yerevan, Moscow","Moscow:1910-1938,Russia:1910-1938,Yerevan:1910-1910,Armenia:1910-1910","Impressionism:1903-1933,Post-Impressionism:1908-1942,Realism:1900-1943,Fauvism:1908-1920,Socialist Realism:1927-1936","{Impressionism:37}, {Post-Impressionism:79}, {Realism:39}, {Fauvism:56}, {Socialist Realism:6}","{Moscow:7},{Russia:7},{Yerevan:1},{Armenia:1}",No,
Paule Gobillard,,,{Post-Impressionism:1},,,,,,1900.0,1900.0,,,,,,No,
Paul Cezanne,French,,"{Post-Impressionism:584},{Modern art:1}","Gustave Courbet,El Greco,Charles-Francois Daubigny,Nicolas Poussin,Pierre-Auguste Renoir,","Pablo Picasso,Amedeo Modigliani,Jackson Pollock,Fernand Leger,Chaim Soutine,Piet Mondrian,Francis Bacon,Man Ray,Vilhelm Lundstrom,Paul Gauguin,Wassily Kandinsky,Roman Selsky,Adalbert Erdeli,Michel Kikoine,Giorgio Morandi,Józef Pankiewicz,Robert Falk,Harry Phelan Gibb,Marjorie Acker Phillips,",,,"Paul Gauguin,",1860.0,1906.0,"Prague, Northampton, Canada, Winterthur, Chicago, Washington DC, Grand Palais, Glasgow, MA, Austria, MI, Liverpool, Boston, Czech Republic, San Antonio, Pasadena, VA, Munich, Japan, NY, MD, UK, Switzerland, Mannheim, Rochester, Sao Paulo, Otterlo, Baltimore, Albertina, Detroit, Stockholm, Buffalo, Basel, Zürich, Saint Petersburg, Toledo, New Haven, Stuttgart, France, OH, Little Rock, Columbus, Galleria, Moscow, Tate Britain, Canberra, US, Germany, Netherlands, Cleveland, Edinburgh, Australia, Italy, Paris, Philadelphia, Vienna, Berlin, Moderna, Russia, Montreal, Main, New York City, London, Montpellier, CA, Rotterdam, Dallas, Richmond, Ottawa, IL, Cambridge, Essen, Milan, Tokyo, Brazil, Los Angeles, Denmark, AR, Nationalmuseum, Sweden, Frankfurt, Los Angeles County Museum of Art, Fort Worth, Solothurn, PA","France:1860-1904,Nationalmuseum:1882-1895,Stockholm:1882-1895,Sweden:1882-1895,Basel:1871-1905,Switzerland:1866-1906,New York City:1880-1904,NY:1871-1906,US:1867-1906,Paris:1860-1904,Pasadena:1886-1892,CA:1886-1894,PA:1873-1906,Philadelphia:1873-1906,Grand Palais:1900-1900,Moscow:1888-1906,Russia:1869-1906,London:1865-1900,UK:1863-1900,Essen:1900-1900,Germany:1870-1905,Munich:1870-1905,Tokyo:1877-1905,Japan:1877-1905,Zürich:1866-1906,Chicago:1873-1906,IL:1873-1906,Buffalo:1906-1906,Dallas:1904-1904,San Antonio:1897-1903,Saint Petersburg:1869-1903,Cleveland:1898-1900,OH:1877-1900,Solothurn:1900-1900,Detroit:1880-1900,MI:1880-1900,Fort Worth:1895-1897,Baltimore:1897-1897,MD:1897-1897,Los Angeles County Museum of Art:1887-1894,Los Angeles:1887-1894,Winterthur:1880-1894,Tate Britain:1871-1893,Washington DC:1890-1893,Mannheim:1892-1892,Berlin:1881-1890,Sao Paulo:1870-1890,Brazil:1870-1890,Denmark:1890-1890,Toledo:1888-1888,Cambridge:1863-1887,MA:1878-1887,Edinburgh:1887-1887,Prague:1887-1887,Czech Republic:1887-1887,Stuttgart:1883-1885,Little Rock:1880-1885,AR:1880-1885,Albertina:1885-1885,Vienna:1885-1885,Austria:1885-1885,Northampton:1885-1885,Rochester:1882-1882,Rotterdam:1882-1882,Netherlands:1882-1882,Otterlo:1882-1882,Glasgow:1880-1880,Frankfurt:1870-1880,Main:1870-1880,Boston:1878-1878,Columbus:1877-1877,Richmond:1877-1877,VA:1877-1877,Canberra:1875-1875,Australia:1875-1875,Ottawa:1871-1871,Canada:1868-1871,Galleria:1870-1870,Moderna:1870-1870,Milan:1870-1870,Italy:1870-1870,Liverpool:1868-1868,Montreal:1868-1868,New Haven:1867-1867,Montpellier:1866-1866","Impressionism:1867-1890,Post-Impressionism:1876-1906,Cubism:1894-1906,Romanticism:1860-1873","{Impressionism:105}, {Post-Impressionism:314}, {Cubism:57}, {Romanticism:107}","{France:53},{Nationalmuseum:2},{Stockholm:2},{Sweden:2},{Basel:3},{Switzerland:16},{New York City:13},{NY:16},{US:82},{Paris:49},{Pasadena:2},{CA:5},{PA:31},{Philadelphia:7},{Grand Palais:1},{Moscow:7},{Russia:23},{London:13},{UK:20},{Essen:1},{Germany:10},{Munich:3},{Tokyo:5},{Japan:5},{Zürich:10},{Chicago:9},{IL:9},{Buffalo:1},{Dallas:1},{San Antonio:2},{Saint Petersburg:16},{Cleveland:1},{OH:3},{Solothurn:1},{Detroit:2},{MI:2},{Fort Worth:2},{Baltimore:1},{MD:1},{Los Angeles County Museum of Art:2},{Los Angeles:3},{Winterthur:2},{Tate Britain:3},{Washington DC:2},{Mannheim:1},{Berlin:2},{Sao Paulo:4},{Brazil:4},{Denmark:1},{Toledo:1},{Cambridge:5},{MA:4},{Edinburgh:1},{Prague:2},{Czech Republic:1},{Stuttgart:2},{Little Rock:2},{AR:2},{Albertina:1},{Vienna:1},{Austria:1},{Northampton:2},{Rochester:1},{Rotterdam:1},{Netherlands:2},{Otterlo:1},{Glasgow:1},{Frankfurt:2},{Main:2},{Boston:1},{Columbus:1},{Richmond:1},{VA:1},{Canberra:1},{Australia:1},{Ottawa:1},{Canada:2},{Galleria:1},{Moderna:1},{Milan:1},{Italy:1},{Liverpool:1},{Montreal:1},{New Haven:1},{Montpellier:1}",No,
Odilon Redon (1840-1916),,,"{Post-Impressionism:1},{Symbolism:1}",,,,,,,,,,,,,,
Paul GAUGUIN,,,{Post-Impressionism:1},,,,,,1893.0,1921.0,,,,,,No,
Richard Ranft,,,{Post-Impressionism:1},,,,,,,,,,,,,,
Frank Bramley,,,{Post-Impressionism:1},,,,,,,,,,,,,,
Marcel Janco,"Jewish,Romanian,Israeli",,"{Post-Impressionism:1},{Art Nouveau:1},{Cubism:1},{Art Deco:1},{Dada:1},{Symbolism:2},{Primitivism:2},{Constructivism:1},{Abstract art:2},{Expressionism:1},{Surrealism:1},{Futurism:1},{Dada,Constructivism:35}",,,,,,1916.0,1956.0,,,"Expressionism:1923-1942,Cubism:1917-1930,Abstract Art:1917-1917,Constructivism:1916-1925,Dada:1917-1919","{Expressionism:14}, {Cubism:7}, {Abstract Art:4}, {Naïve Art (Primitivism):2}, {Constructivism:3}, {Post-Impressionism:1}, {Dada:5}",,No,
Henri Edmond Cross,French,Société des Artistes Indépendants (Society of Independent Artists),"{Post-Impressionism:132},{Neo-impressionism:4},{Modern art:4}",,,,,,1880.0,1909.0,"US, Netherlands, Otterlo, Russia, Saint Petersburg, Switzerland, Geneva, Paris, France, OH","Saint Petersburg:1909-1909,Russia:1909-1909,Otterlo:1895-1905,Netherlands:1895-1905,Paris:1891-1904,France:1891-1904,OH:1896-1896,US:1896-1896,Geneva:1894-1896,Switzerland:1894-1896","Pointillism:1891-1909,Post-Impressionism:1902-1909,Impressionism:1890-1899,Realism:1880-1884","{Pointillism:97}, {Post-Impressionism:20}, {Impressionism:9}, {Realism:2}","{Saint Petersburg:1},{Russia:1},{Otterlo:2},{Netherlands:2},{Paris:3},{France:3},{OH:1},{US:1},{Geneva:3},{Switzerland:3}",No,
Paul Cézanne,,,"{Post-Impressionism:1},{Modern art:1}",,,,,,,,,,,,,,
Théophile Alexandre Steinlen,,,"{Post-Impressionism:12},{Art Nouveau:5},{Modern art:19}",,,,,,1893.0,1916.0,,,,,,No,
Albert Besnard,,,"{Post-Impressionism:1},{Symbolism:3},{Modern art:59},{Impressionism:44}",,,,,,1885.0,1885.0,,,,,,No,
Charles Thévenin,,,{Neoclassicism:1},,,,,,,,Paris,,,,{Paris:1},,
Gakutei,,,{Ukiyo-e:1},,,,,,,,Japan,,,,{Japan:1},,
Artist: Toyohara Kunichika,,,{Ukiyo-e:5},,,,,,,,,,,,,,
Utagawa Hiroshige,,,{Ukiyo-e:2},,,,,,,,Japan,,,,{Japan:2},,
Augustin de Saint-Aubin after Maurice-Quentin de La Tour,,,{Rococo:1},,,,,,,,,,,,,,
Jean Massard after Maurice-Quentin de La Tour,,,{Rococo:1},,,,,,,,,,,,,,
Juste Chevillet after Jean Siméon Chardin,,,{Rococo:2},,,,,,,,,,,,,,
Samuel Blyth,,,"{Rococo:1},{Neoclassicism:1},{Renaissance:1}",,,,,,,,,,,,,,
Ignazio Pio Vittoriano Campana,,,"{Rococo:1},{Renaissance:1}",,,,,,,,,,,,,,
Pierre-Michel Alix after Jean-François Garnerey after Louis Michel Van Loo,,,{Rococo:1},,,,,,,,,,,,,,
Jean-François Gérard Fontallard,,,"{Rococo:1},{Renaissance:1}",,,,,,,,,,,,,,
Penelope Carwardine,,,"{Rococo:1},{Renaissance:1}",,,,,,,,,,,,,,
E. Guersant after Jean-Honoré Fragonard,,,"{Rococo:3},{Renaissance:3}",,,,,,,,,,,,,,
Charles Hénard,,,"{Rococo:1},{Realism:1},{Renaissance:1}",,,,,,,,,,,,,,
James Nixon,,,"{Rococo:1},{Renaissance:1}",,,,,,,,,,,,,,
Charles François Adrien Macret after Jean-Honoré Fragonard,,,"{Rococo:1},{Renaissance:1}",,,,,,,,,,,,,,
Claude-Mathieu Fessard after Jean-Honoré Fragonard,,,"{Rococo:1},{Renaissance:1}",,,,,,,,,,,,,,
Auguste-Claude-Simon Legrand after Jean-Honoré Fragonard,,,"{Rococo:1},{Renaissance:1}",,,,,,,,,,,,,,
Rosalie Filleul,,,"{Rococo:1},{Renaissance:1}",,,,,,,,,,,,,,
Claude-Joseph Vernet,,,"{Rococo:1},{Neoclassicism:1},{Renaissance:1}",,,,,,1750.0,1750.0,France,France:1750-1750,,,{France:1},No,
John Smart,,,"{Rococo:1},{Renaissance:1}",,,,,,,,,,,,,,
Charles François Adrien Macret and Jacques Couché after Jean-Honoré Fragonard,,,"{Rococo:1},{Renaissance:1}",,,,,,,,,,,,,,
Louis-Jacques Cathelin after Louis Michel Van Loo,,,{Rococo:1},,,,,,,,,,,,,,
Pompeo Batoni (attributed to),,,{Rococo:1},,,,,,,,,,,,,,
French 18th Century after Hubert Robert,,,"{Rococo:1},{Renaissance:1}",,,,,,,,,,,,,,
John Taylor Wedgwood after Sir Joshua Reynolds,,,"{Rococo:1},{Renaissance:1}",,,,,,,,,,,,,,
Clément-Pierre Marillier after Jean-Honoré Fragonard,,,"{Rococo:2},{Renaissance:2}",,,,,,,,,,,,,,
Charles Emmanuel Patas and Antoine-Jean Duclos after Jean-Honoré Fragonard,,,"{Rococo:1},{Renaissance:1}",,,,,,,,,,,,,,
Clément-Pierre Marillier and Antoine Louis Romanet after Jean-Honoré Fragonard,,,"{Rococo:2},{Renaissance:2}",,,,,,,,,,,,,,
Jean-François Janinet after François Boucher,,,"{Rococo:1},{Renaissance:1}",,,,,,,,,,,,,,
Jean-Baptiste Marie Huët,,,{Rococo:1},,,,,,1780.0,1790.0,,,,,,No,
Joseph Wagner,,,"{Rococo:1},{Renaissance:1}",,,,,,,,,,,,,,
Jean-Pierre-Xavier Bidauld,,,"{Rococo:1},{Renaissance:1}",,,,,,,,,,,,,,
Jacques de Lajoue,,,"{Rococo:1},{Renaissance:1}",,,,,,,,,,,,,,
Painted decoration attributed to Charles-Nicolas Dodin,,,{Rococo:2},,,,,,1760.0,1760.0,France,France:1760-1760,,,{France:2},No,
William Ridley after Sir Joshua Reynolds,,,"{Rococo:1},{Renaissance:1}",,,,,,,,,,,,,,
Model designed by Jean-Claude Duplessis père,,,{Rococo:1},,,,,,1755.0,1755.0,France,France:1755-1755,,,{France:1},No,
Giovanni Girolamo Frezza,,,"{Rococo:1},{Renaissance:1}",,,,,,,,,,,,,,
Carl Moll,,,{Art Nouveau:1},,,,,,,,,,,,,,
Arthur Frank Mathews,,,"{Art Nouveau:1},{Tonalism:1},{Arts and Crafts movement:1}",,,,,,,,,,,,,,
Margaret Macdonald Mackintosh,,,"{Art Nouveau:2},{Symbolism:2}",,,,,,,,,,,,,,
Gerda Wegener,,,{Art Nouveau:6},,,,,,,,"Paris, France",,,,"{Paris:4},{France:4}",,
Mary Louisa Kirschner,,,{Art Nouveau:1},,,,,,1900.0,1900.0,,,,,,No,
Franz von Stuck,,,"{Art Nouveau:2},{Symbolism:2},{Modern art:3},{Expressionism:1}",,,,,,1897.0,1905.0,,,,,,No,
Anton Losenko,,,{Neoclassicism:2},,,,,,,,Russia,,,,{Russia:1},,
Luigi Agricola,,,{Neoclassicism:1},,,,,,1811.0,1811.0,,,,,,No,
Joseph-Benoît Suvée,,,{Neoclassicism:1},,,,,,,,Belgium,,,,{Belgium:1},,
Hermann Ernst Freund,,,{Neoclassicism:2},,,,,,,,,,,,,,
Jacques Louis David (1748-1825),,,{Neoclassicism:1},,,,,,,,,,,,,,
Marie-Guillemine Benoist,,,{Neoclassicism:2},,,,,,1800.0,1806.0,,,,,,No,
Marie-Denise Villers,,,{Neoclassicism:1},,,,,,,,,,,,,,
Jens Adolf Jerichau,,,{Neoclassicism:1},,,,,,,,,,,,,,
Jacques Louis David (French,,,{Neoclassicism:1},,,,,,,,,,,,,,
John Singleton Copley (American,,,{Neoclassicism:2},,,,,,1763.0,1763.0,,,,,,No,
Jean-Auguste-Dominique Ingres (French,,,{Neoclassicism:1},,,,,,,,,,,,,,
Hubert Robert (French,,,{Neoclassicism:1},,,,,,,,,,,,,,
Frederick Swinton,,,{Neoclassicism:1},,,,,,,,,,,,,,
Wedgwood,,,{Neoclassicism:3},,,,,,1780.0,1882.0,,,,,,No,
Henry Meyer after John Hoppner,,,"{Neoclassicism:1},{Academic art:1}",,,,,,,,,,,,,,
Giovanni Pisani,,,{Neoclassicism:1},,,,,,,,,,,,,,
Vieira Portuense,Portuguese,,"{Neoclassicism:1},{Rococo,Neoclassicism:11}",,,,,,1792.0,1801.0,,,"Neoclassicism:1792-1801,Rococo:1800-1800","{Neoclassicism:9}, {Rococo:2}",,No,
Joshua Cristall,,,"{Neoclassicism:1},{Realism:1}",,,,,,,,,,,,,,
Thomas Hazelhurst,,,{Neoclassicism:1},,,,,,,,,,,,,,
Giovanni Maria Benzoni,,,{Neoclassicism:1},,,,,,1864.0,1864.0,,,,,,No,
Robert Lefèvre,,,{Neoclassicism:1},,,,,,,,,,,,,,
Ernst Zacharias Platner,,,{Neoclassicism:1},,,,,,,,,,,,,,
Martin Drolling,,,{Neoclassicism:1},,,,,,,,,,,,,,
William Ward after John Hoppner,,,"{Neoclassicism:1},{Academic art:1}",,,,,,,,,,,,,,
Edouard Vuillard,French,Les Nabis,"{Post-Impressionism:119},{Les Nabis:9},{Modern art:13}","gardens-and-parks,flowers-and-plants,houses-and-buildings,flowers-and-plants,","Metropolitan Museum of Art (Met), New York City, NY, US,",,,"Artists2/Edouard Vuillard/Garden At Vaucresson 1936.jpg,Artists2/Edouard Vuillard/The Bouquet And The Book 1910.jpg,",1888.0,1935.0,"US, NY, New York City, Dallas","Dallas:1894-1908,US:1894-1908,New York City:1894-1897,NY:1894-1897","Post-Impressionism:1888-1935,Intimism:1893-1921,Japonism:1891-1899,Pointillism:1890-1905,Cloisonnism:1890-1895","{Post-Impressionism:60}, {Intimism:39}, {Japonism:5}, {Pointillism:3}, {Cloisonnism:3}","{Dallas:4},{US:7},{New York City:3},{NY:3}",No,
Artist: Walter Richard Sickert,,,"{Post-Impressionism:1},{Modern art:1}",,,,,,,,,,,,,,
Alfredo Müller,,,{Post-Impressionism:1},,,,,,,,,,,,,,
after Henri de Toulouse-Lautrec,,,"{Post-Impressionism:2},{Art Nouveau:2},{Modern art:2}",,,,,,,,,,,,,,
Hermann-Paul,,,"{Post-Impressionism:1},{Art Nouveau:1},{Les Nabis:2},{Modern art:2}",,,,,,,,,,,,,,
Domenico del Barbiere (called Domenico Fiorentino),,,"{Italian Renaissance:1},{Renaissance:1}",,,,,,1540.0,1550.0,,,,,,No,
Michelangelo Di Battista,,,"{Italian Renaissance:1},{High Renaissance:1},{Renaissance:1}",,,,,,,,,,,,,,
Domenico Ghirlandaio (1449-1494) and Paris,,,"{Italian Renaissance:1},{Renaissance:1}",,,,,,,,,,,,,,
Vincenzo Foppa,,,"{Italian Renaissance:2},{Renaissance:2}",,,,,,1490.0,1514.0,,,,,,No,
Ambrogio da Fossano Bergognone,,,"{Italian Renaissance:1},{Renaissance:1}",,,,,,,,,,,,,,
Michelangelo Buonarroti,,,"{Italian Renaissance:1},{High Renaissance:1},{Renaissance:1}",,,,,,,,,,,,,,
Agostino di Duccio,,,"{Italian Renaissance:1},{Renaissance:1}",,,,,,,,,,,,,,
Jacopo Barbari,,,"{Italian Renaissance:1},{Renaissance:1}",,,,,,1500.0,1500.0,,,,,,No,
Circle of Francesco Francia,,,"{Italian Renaissance:3},{Renaissance:3}",,,,,,,,,,,,,,
Attributed to Francesco Francia,,,"{Italian Renaissance:1},{Bolognese School:1},{Renaissance:1}",,,,,,,,,,,,,,
Francesco Francia or Peregrino da Cesena,,,"{Italian Renaissance:4},{Renaissance:4}",,,,,,,,,,,,,,
Jacopo da Sellaio,,,"{Italian Renaissance:1},{Florentine painting:2},{Renaissance:1}",,,,,,,,Italy,,,,{Italy:3},,
Correggio (Antonio Allegri) (Italian,,,"{Italian Renaissance:1},{High Renaissance:1},{Renaissance:1},{Mannerism:1}",,,,,,,,,,,,,,
Giovanni Ambrogio de Predis,,,"{Italian Renaissance:1},{Renaissance:1}",,,,,,,,,,,,,,
Adamo Scultori after Giulio Romano,,,"{Italian Renaissance:1},{Renaissance:1},{Mannerism:1}",,,,,,,,,,,,,,
Maso Finiguerra,,,"{Italian Renaissance:2},{Renaissance:2}",,,,,,,,,,,,,,
Giovanni Antonio da Brescia after Nicoletto da Modena,,,"{Italian Renaissance:1},{Renaissance:1}",,,,,,,,,,,,,,
Jacopo Palma il Giovane,,,"{Italian Renaissance:5},{Venetian school:3},{Renaissance:5},{Mannerism:8}",,,,,,,,,,,,,,
Follower of Andrea Mantegna,,,"{Italian Renaissance:1},{Paduan School:1},{Renaissance:1}",,,,,,,,,,,,,,
Luca Cambiaso,,,"{Italian Renaissance:1},{Renaissance:1}",,,,,,,,,,,,,,
Benozzo Gozzoli,Italian,Florentine School,"{Italian Renaissance:1},{Early renaissance:1},{Renaissance:2},{Early Renaissance:145}",,,,"Fra Angelico,",,1438.0,1497.0,"US, Italy, Washington DC, Pisa, Austria, Paris, France, San Gimignano, Detroit, MI, Milan, Florence, Vienna, Perugia, Rome","San Gimignano:1464-1465,Italy:1449-1491,Florence:1491-1491,Pisa:1490-1490,Detroit:1460-1485,MI:1460-1485,US:1460-1485,Paris:1468-1484,France:1468-1484,Washington DC:1461-1462,Milan:1461-1461,Perugia:1456-1456,Vienna:1452-1452,Austria:1452-1452,Rome:1449-1449",Early Renaissance:1438-1497,{Early Renaissance:145},"{San Gimignano:39},{Italy:44},{Florence:1},{Pisa:1},{Detroit:1},{MI:1},{US:6},{Paris:1},{France:1},{Washington DC:5},{Milan:1},{Perugia:1},{Vienna:1},{Austria:1},{Rome:1}",No,
Angelo Falconetto,,,"{Italian Renaissance:2},{Renaissance:2}",,,,,,,,,,,,,,
René Boyvin after Rosso Fiorentino,,,"{Italian Renaissance:1},{Florentine painting:1},{Renaissance:1},{Mannerism:1}",,,,,,,,,,,,,,
Follower of Pietro Perugino,,,"{Italian Renaissance:1},{Renaissance:1}",,,,,,,,,,,,,,
Ambrogio Brambilla,,,"{Italian Renaissance:1},{Renaissance:1}",,,,,,,,,,,,,,
Correggio,Italian,Parma school,"{Italian Renaissance:1},{High Renaissance:2},{Renaissance:2},{Mannerism:2},{High Renaissance,Mannerism (Late Renaissance):61}",,"Anton Raphael Mengs,",,,,1510.0,1534.0,"London, Museo del Prado, UK, Spain, Rome, San Paolo, Germany, Milan, Parma, Italy, Naples, Dresden, Austria, Paris, Strasbourg, Florence, Vienna, Berlin, Russia, Saint Petersburg, France, Madrid","France:1512-1530,Paris:1520-1530,Museo del Prado:1516-1534,Madrid:1516-1534,Spain:1516-1534,Vienna:1512-1532,Austria:1512-1532,Dresden:1530-1532,Germany:1530-1532,Berlin:1531-1532,Rome:1531-1531,Italy:1510-1531,London:1517-1530,UK:1517-1530,Parma:1520-1528,Florence:1510-1520,San Paolo:1519-1519,Saint Petersburg:1517-1519,Russia:1517-1519,Naples:1518-1518,Milan:1515-1518,Strasbourg:1512-1514","High Renaissance:1510-1534,Mannerism (Late Renaissance):1520-1532","{High Renaissance:33}, {Mannerism (Late Renaissance):28}","{France:9},{Paris:6},{Museo del Prado:2},{Madrid:2},{Spain:2},{Vienna:3},{Austria:3},{Dresden:1},{Germany:2},{Berlin:1},{Rome:1},{Italy:22},{London:4},{UK:4},{Parma:10},{Florence:3},{San Paolo:2},{Saint Petersburg:1},{Russia:1},{Naples:1},{Milan:2},{Strasbourg:1}",No,
Biagio d'Antonio,,,"{Italian Renaissance:1},{Renaissance:1}",,,,,,1485.0,1485.0,,,,,,No,
Marco Pino,,,"{Italian Renaissance:1},{Renaissance:1},{Mannerism:1}",,,,,,,,,,,,,,
after Andrea del Sarto,,,"{Italian Renaissance:1},{High Renaissance:1},{Renaissance:1}",,,,,,,,,,,,,,
after Andrea Mantegna,,,"{Italian Renaissance:1},{Paduan School:1},{Renaissance:1}",,,,,,,,,,,,,,
Cornelis Cort after Titian,,,"{Italian Renaissance:2},{Venetian school:1},{Renaissance:3}",,,,,,,,,,,,,,
Andrea Andreani after Giovanni Fortuna,,,"{Italian Renaissance:1},{Renaissance:1}",,,,,,,,,,,,,,
Parmigianino after Raphael,,,"{Italian Renaissance:1},{Renaissance:1}",,,,,,,,,,,,,,
Giuseppe Nicolo Vicentino,,,"{Italian Renaissance:2},{Venetian school:2},{Renaissance:2},{Mannerism:1}",,,,,,,,,,,,,,
Cornelis Cort after Federico Barocci,,,"{Italian Renaissance:1},{Renaissance:1}",,,,,,,,,,,,,,
Giorgio Ghisi after Giulio Campi,,,"{Italian Renaissance:1},{Renaissance:1},{Mannerism:1}",,,,,,,,,,,,,,
René Boyvin after Luca Penni,,,"{Italian Renaissance:1},{Renaissance:1}",,,,,,,,,,,,,,
Domenico Beccafumi,,,"{Italian Renaissance:2},{Sienese School:2},{Renaissance:2},{Mannerism:2}",,,,,,,,,,,,,,
Andrea Schiavone after Titian,,,"{Italian Renaissance:1},{Venetian school:1},{Renaissance:1}",,,,,,,,,,,,,,
Nicolaus Beatrizet after Michelangelo,,,"{Italian Renaissance:1},{High Renaissance:1},{Renaissance:1}",,,,,,,,,,,,,,
Attributed to Veronese,,,"{Italian Renaissance:1},{Venetian school:1},{Renaissance:1}",,,,,,,,,,,,,,
Léon Davent after Luca Penni,,,"{Italian Renaissance:2},{Renaissance:2}",,,,,,,,,,,,,,
Baldassare Peruzzi,,,"{Italian Renaissance:3},{High Renaissance:1},{Renaissance:3}",,,,,,1517.0,1536.0,Italy,Italy:1527-1527,,,{Italy:3},No,
John Baptist Jackson after Veronese,,,"{Italian Renaissance:1},{Renaissance:2}",,,,,,,,,,,,,,
Antonio da Trento after Parmigianino,,,"{Italian Renaissance:2},{Renaissance:3},{Mannerism:6}",,,,,,,,,,,,,,
Biagio Pupini,,,"{Italian Renaissance:2},{Renaissance:2}",,,,,,,,,,,,,,
Marcantonio Raimondi possibly after Andrea Mantegna,,,"{Italian Renaissance:1},{Paduan School:1},{Renaissance:1}",,,,,,,,,,,,,,
Andrea Vicentino after Titian,,,"{Italian Renaissance:1},{Renaissance:1}",,,,,,,,,,,,,,
Francesco Denanto after Girolamo Pennacchi,,,"{Italian Renaissance:1},{Renaissance:1}",,,,,,,,,,,,,,
Attributed to Pellegrino Tibaldi,,,"{Italian Renaissance:1},{Renaissance:1},{Mannerism:1}",,,,,,,,,,,,,,
Francesco Denanto,,,"{Italian Renaissance:6},{Venetian school:1},{Renaissance:6}",,,,,,,,,,,,,,
Katsushika Hokusai,Japanese,Katsukawa school,"{Ukiyo-e:9},{Edo period (1603–1867):263}",,,,,,1786.0,1890.0,"London, US, Glasgow, UK, Japan, NY, Paris, France, Tokyo, New York City","Japan:1821-1831,Paris:1798-1835,France:1798-1835,New York City:1786-1839,NY:1786-1839,US:1786-1839,Glasgow:1835-1835,UK:1823-1835,London:1823-1831,Tokyo:1821-1831",Ukiyo-e:1786-1847,{Ukiyo-e:263},"{Japan:8},{Paris:91},{France:91},{New York City:14},{NY:14},{US:14},{Glasgow:1},{UK:3},{London:2},{Tokyo:4}",No,
Artist: Utagawa Hiroshige,,,{Ukiyo-e:75},,,,,,,,,,,,,,
Artist: Utagawa Hiroshige II ?,,,{Ukiyo-e:1},,,,,,,,,,,,,,
Artist: Utagawa Hiroshige ?,,,{Ukiyo-e:1},,,,,,,,,,,,,,
Tôshûsai Sharaku,,,{Ukiyo-e:1},,,,,,1794.0,1794.0,,,,,,No,
Artist: Katsushika Hokusai,,,{Ukiyo-e:67},,,,,,,,,,,,,,
Ando Hiroshige,,,{Ukiyo-e:4},,,,,,,,,,,,,,
Artist: Utagawa Yoshiiku,,,{Ukiyo-e:1},,,,,,,,,,,,,,
Artist: Attributed to Utagawa Kuniyoshi,,,{Ukiyo-e:1},,,,,,,,,,,,,,
